DOI,Title,Authors,Journal,Year,Abstract,LitmapsId,Cited By,References,PubMedId,Tags
10.56127/ijst.v4i1.1961,Neuro- Symbolic Compliance Architectures: Real-Time Detection of Evolving Financial Crimes Using Hybrid AI,"Anil Kumar Pakina, Mangesh Pujari",International Journal Science and Technology,2024,"This paper proposes NeuroSym-AML, a new neuro-symbolic AI framework explicitly designed for the real-time detection of evolving financial crimes with a special focus on cross-border transactions. By combining Graph Neural Networks (GNNs) with interpretable rule-based reasoning, our system dynamically adapts to emerging money laundering patterns while ensuring strict compliance with FATF/OFAC regulations. In contrast to static rule-based systems, NeuroSym-AML shows better performance-an 83.6% detection accuracy to identify financial criminals, which demonstrated a 31% higher uplift compared with conventional systems-produced by utilizing datasets from 14 million SWIFT transactions. Furthermore, it is continuously learning new criminal typologies, providing decision trails that are available to regulatory audit in real-time. Key innovations include: (1) the continuous self-updating of detection heuristics, (2) automatic natural language processing of the latest regulatory updates, and (3) adversarial robustness against evasion techniques. This hybrid architecture bridges the scalability of machine learning with interpretability of symbolic AI, which can address crucial gaps for financial crime prevention, therefore delivering a solution for satisfying both adaptive fraud detection and transparency in decision-making in high-stakes financial environments.",286590184,1,30,,
10.1002/bsd2.70150,"Advancing Firm-Specific ESG Sentiment Analysis: A Machine Learning Approach to Clustering, Prediction, and Financial Performance Implications","Nargis Sultana, Fahad Zeya",Business Strategy & Development,2025,"ABSTRACT As corporate sustainability faces increasing scrutiny from investors and policymakers, measuring firm‐specific ESG sentiment remains a challenge. Traditional ESG indices often aggregate data at the industry or national level, overlooking firm‐level variations. This study introduces a data‐driven framework that integrates clustering analysis, principal component analysis (PCA), and machine learning models to identify distinct ESG sentiment patterns. Using K‐means and Hierarchical Clustering, firms are segmented based on ESG sentiment scores, uncovering significant differences in sustainability disclosures and financial risk. Predictive modeling with Random Forest and XGBoost further demonstrates that firms with higher ESG sentiment experience lower financial risk and greater investor confidence. Statistical validation through ANOVA analysis confirms the robustness of the identified clusters, revealing substantial heterogeneity in ESG reporting. Grounded in legitimacy and signaling theories, this research explains how firms strategically disclose ESG information to enhance credibility and attract capital. By providing a quantitative ESG assessment framework, this study offers valuable insights for investors, policymakers, and corporate leaders seeking to improve investment decisions, regulatory compliance, and sustainability benchmarking. Addressing limitations in traditional ESG ratings, our findings contribute to advancing ESG measurement methodologies and laying the foundation for dynamic firm‐specific ESG sentiment modeling.",288521748,8,52,,
10.1145/3711896.3736926,A Neuro-Symbolic Approach to Symbol Grounding for ALC-Ontologies,"Xuan Wu, Yizheng Zhao",Proceedings of the 31st ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.2,2025,"Neuro-symbolic computing aims to integrate neural learning with symbolic reasoning to address the fundamental challenge of symbol grounding. While neural networks excel at pattern recognition, they struggle to maintain logical consistency. Conversely, symbolic systems provide formal reasoning capabilities but lack mechanisms for handling perceptual uncertainty. This paper introduces EmALC , a novel neuro-symbolic framework that bridges neural perception with symbolic logic through differentiable fuzzy semantics. Our approach addresses a key limitation of existing methods: while previous neuro-symbolic approaches like Logic Tensor Networks employ first-order fuzzy logic, where key reasoning problems are undecidable, EmALC ensures decidable reasoning by leveraging a fuzzy variant of ALC -- a decidable fragment of first-order logic. Unlike previous approaches that often compromise logical soundness for learning capability, EmALC maintains provable semantic consistency through a hierarchical loss function while mitigating reasoning shortcuts via rule-based revision strategies. Experimental evaluation demonstrates EmALC's effectiveness: on ontology revision tasks, it achieves 100% success rate in correcting masked groundings while preserving semantic integrity; on semantic image interpretation tasks, it improves object classification F1-scores by up to 5.56% through ontology-guided knowledge revision.",289488488,0,54,,
10.1145/3746027.3758225,MMESGBench: Pioneering Multimodal Understanding and Complex Reasoning Benchmark for ESG Tasks,"Lei Zhang, Xin Zhou, Chaoyue He, Di Wang, Yi Wu, Hong Xu, Wei Liu, C. Miao",Proceedings of the 33rd ACM International Conference on Multimedia,2025,"Environmental, Social, and Governance (ESG) reports are essential for assessing sustainability, regulatory compliance, and financial transparency. However, these documents are typically long, multimodal, and structurally complex, combining dense text, tables, figures, and layout-sensitive semantics. Existing AI systems often struggle to perform reliable document-level reasoning in such settings, and no dedicated benchmark currently exists in ESG domain. To fill the gap, we introduce MMESGBench, a first-of-its-kind benchmark dataset targeted to evaluate multimodal understanding and reasoning across multi-source ESG documents. This dataset is constructed via a human-AI collaborative, multi-stage pipeline. First, a multimodal LLM generates candidate question-answer (QA) pairs by jointly interpreting textual, tabular, and visual information from layout-aware document pages. Second, an LLM verifies the semantic accuracy, completeness, and reasoning complexity of each QA pair. This automated process is followed by an expert-in-the-loop validation, where domain specialists validate and calibrate QA pairs to ensure quality, relevance, and diversity. MMESGBench comprises 933 validated QA pairs derived from 45 ESG documents, spanning across seven distinct document types and three major ESG source categories. Questions are categorized as single-page, cross-page, or unanswerable, with each accompanied by fine-grained multimodal evidence. Initial experiments validate that multimodal and retrieval-augmented models substantially outperform text-only baselines. MMESGBench is publicly available as an open-source dataset at https://github.com/Zhanglei1103/MMESGBench.",289797793,2,38,,
10.1002/csr.70133,Greenwashing in Brazilian Corporations: A Machine Learning Approach to Unmask the Discourse-Practice Gap,"Isabelly Alves Alvares dos Santos, Ana Claudia Moxotó, Edjard de Souza Mota",Corporate Social Responsibility and Environmental Management,2025,"ABSTRACT This study investigates greenwashing in the Brazilian corporate sector by analysing the gap between companies' sustainability claims and their actual practices. We introduce a novel, AI‐powered methodology based on Decoupling Theory to detect greenwashing. Our approach triangulates three distinct data sources from 2022 to 2023: (i) internal corporate discourse (ESG reports quantified via machine learning); (ii) external market perception (Merco ESG reputation index); and (iii) actual environmental practice (objective greenhouse gas (GHG) emissions data). Our econometric analysis reveals a significant discourse‐practice gap, providing strong evidence of greenwashing. We found a substantial misalignment between companies' AI‐calculated ESG scores and their external reputation rankings, with only a small fraction of firms showing consistency. More strikingly, the analysis uncovered a paradoxical positive correlation between environmental discourse and emissions: a 1% increase in a company's AI‐calculated environmental score is associated with an approximate 5.24% increase in its GHG emissions. This suggests that environmental disclosures may serve as a tool for image management rather than reflecting tangible emission reductions. These findings empirically validate key facets of greenwashing theory within an emerging market context. The results underscore the urgent need for more robust regulation, mandatory standardized reporting, and independent verification to mitigate deceptive environmental claims and foster genuine corporate sustainability.",290024675,1,48,,
10.1108/jfra-11-2024-0845,Corporate responses to sustainability issues: are they rhetorical?,"Eka Ardhani Sisdyani, I Putu Sudana, Putu Agus Ardiana, I Gusti Agung Ayu Apsari Anandari, Kadek Dwi Linda Yanthi, Radheeya Aishvarya Uttari, Komang Puja Astiti, Anak Agung Vidyaswari Kedisan",Journal of financial reporting & accounting,2025,"Purpose This study aims to examine the rhetorical strategies used by the top 50 large-cap companies on the Indonesia Stock Exchange in their voluntary sustainability reports (2006–2023), focusing on their alignment with institutional theory’s concept of decoupling. Design/methodology/approach An index adapted from the frameworks of Benoit (1995), Bolino and Turnley (2003) and Shrives and Brennan (2017) was used in a content analysis to evaluate corporate rhetorical strategies. The thematic analysis further explored the perspectives of sustainability reporting managers through semi-structured interviews. Findings Content analysis of 144 sustainability reports reveals that bolstering is the most prevalent rhetorical strategy, while simple denial is the least used. Thematic analysis of interviews with sustainability reporting managers confirms that these rhetorical responses are primarily symbolic, strategically used to protect and enhance corporate reputation. Research limitations/implications The study is limited to large-cap Indonesian companies and relies on publicly disclosed reports and interviews. Practical implications The findings provide insights for companies to enhance transparency in sustainability communication, assisting stakeholders in critically evaluating corporate sustainability claims to foster trust and accountability. Social implications This study helps stakeholders critically assess corporate sustainability commitments, highlighting the need for stronger oversight and genuine accountability. Originality/value The novelty lies in reclassifying rhetorical strategies from Benoit (1995), Bolino and Turnley (2003) and Shrives and Brennan (2017) into a unified framework, offering fresh insights into symbolic sustainability communication.",290440371,0,57,,
10.1109/incet64471.2025.11140975,Trustworthy and Interpretable AI for Robust Fraud Detection in Financial Transactions,"S N Prajwalasimha, Dilip Kumar Jang Bahadur Saini, Nilesh Shelke, Amit Pimpalkar, G Hemanth Kumar, B. Purushothama",2025 6th International Conference for Emerging Technology (INCET),2025,"Financial fraud poses a critical threat to global economies, necessitating robust and transparent detection mechanisms. Traditional machine learning models achieve high predictive accuracy but often lack interpretability, limiting their adoption in high-stakes financial decision-making. This work introduces a novel Interpretable AI (IAI) framework that enhances fraud detection by integrating Explainable Boosting Machines (EBMs), SHAP (SHapley Additive exPlanations), and causal inference models. Our approach ensures high detection performance while providing clear, human-understandable explanations for each decision, fostering regulatory compliance and trust among financial institutions. Secondly, we use Federated Learning (FL) to facilitate privacy-preserving multi-party collaborative fraud detection among institutions without exchanging sensitive information. Experimental testing on actual transaction datasets illustrates 20–30% better recall of fraud compared to traditional black-box models, with retaining computational efficiency. We also test the performance of our model using adversarial evaluation to ensure robustness against complex fraud patterns. The suggested IAI framework is compatible with new regulatory needs and ethical AI standards, making it an affordable and scalable solution for future-proofed fraud prevention systems.",290647873,0,21,,
10.3390/systems13100899,The AI Annotator: Large Language Models’ Potential in Scoring Sustainability Reports,"Yue Wu, Peng Hu, Derek D. Wang",Systems,2025,"To explore the potential of Large Language Models (LLMs) as AI Annotators in the domain of sustainability reporting, this study establishes a systematic evaluation methodology. We use the specific case of European football clubs, quantifying their sustainability reports based on the sport Positive matrix as a benchmark to compare the performance of three state-of-the-art models (i.e., GPT-4o, Qwen-2-72b-instruct, and Llama-3-70b-instruct) against human expert scores. The evaluation is benchmarked on dimensions including accuracy, mean absolute error (MAE), and hallucination rates. The results indicate that GPT-4o is the top performer, yet its average accuracy of approximately 56% shows it cannot fully replace human experts at present. The study also reveals significant issues with overconfidence and factual hallucinations in models like Qwen-2-72b-instructon. Critically, we find that by implementing further data processing, specifically a Chain-of-Verification (CoVe) self-correction method, GPT-4o’s initial hallucination rate is successfully reduced from 16% to 10%, while accuracy improved to 58%. In conclusion, while LLMs demonstrate immense potential to streamline and democratize sustainability ratings, inherent risks like hallucinations remain a primary obstacle. Adopting verification strategies such as CoVe is a crucial pathway to enhancing model reliability and advancing their effective application in this field.",291824666,3,80,,
10.48550/arxiv.2510.16381,ATA: A Neuro-Symbolic Approach to Implement Autonomous and Trustworthy Agents,"David Peer, Sebastian Stabinger",arXiv (Cornell University),2025,"Large Language Models (LLMs) have demonstrated impressive capabilities, yet their deployment in high-stakes domains is hindered by inherent limitations in trustworthiness, including hallucinations, instability, and a lack of transparency. To address these challenges, we introduce a generic neuro-symbolic approach, which we call Autonomous Trustworthy Agents (ATA). The core of our approach lies in decoupling tasks into two distinct phases: Offline knowledge ingestion and online task processing. During knowledge ingestion, an LLM translates an informal problem specification into a formal, symbolic knowledge base. This formal representation is crucial as it can be verified and refined by human experts, ensuring its correctness and alignment with domain requirements. In the subsequent task processing phase, each incoming input is encoded into the same formal language. A symbolic decision engine then utilizes this encoded input in conjunction with the formal knowledge base to derive a reliable result. Through an extensive evaluation on a complex reasoning task, we demonstrate that a concrete implementation of ATA is competitive with state-of-the-art end-to-end reasoning models in a fully automated setup while maintaining trustworthiness. Crucially, with a human-verified and corrected knowledge base, our approach significantly outperforms even larger models, while exhibiting perfect determinism, enhanced stability against input perturbations, and inherent immunity to prompt injection attacks. By generating decisions grounded in symbolic reasoning, ATA offers a practical and controllable architecture for building the next generation of transparent, auditable, and reliable autonomous agents.",292021691,0,29,,
10.1145/3768292.3770400,Demystifying TCFD Disclosures: An AI-Powered Framework for Enhanced Transparency and Trust,"Tik Yu Yim, Wenting Tan, Yuxuan Zhang, T. Lam, Siuming Yiu",Proceedings of the 6th ACM International Conference on AI in Finance,2025,"Effective assessment of corporate climate disclosures is crucial for the global economic low-carbon transition but currently hampered by inconsistent ratings and the black-box nature of emerging AI solutions. This paper introduces a novel framework that harnesses large language models (LLMs) for transparent assessment construction rather than direct, opaque evaluation. Our methodology employs a Retrieval Augmented Generation (RAG) architecture to automatically extract granular assessment factors from corporate reports. These factors are then operationalized within an interpretable machine learning model, creating an ""open box"" system. Applying this framework to a global dataset of climate reports between 2020-2024, we generate macro-level insights into the evolution of disclosure practices, revealing key performance trajectories and systemic challenges. This work delivers a generalizable methodology for evaluating climate disclosure, providing actionable comparative intelligence for regulators, investors, and reporting companies.",292926579,0,5,,
10.1007/s10489-025-06885-5,Knowledge graph-extended retrieval augmented generation for question answering,"Jasper Linders, Jakub M. Tomczak",Applied intelligence (Boston),2025,"Large Language Models (LLMs) and Knowledge Graphs (KGs) offer a promising approach to robust and explainable Question Answering (QA). While LLMs excel at natural language understanding, they suffer from knowledge gaps and hallucinations. KGs provide structured knowledge but lack natural language interaction. Ideally, an AI system should be both robust to missing facts as well as easy to communicate with. This paper proposes such a system that integrates LLMs and KGs without requiring training, ensuring adaptability across different KGs with minimal human effort. The resulting approach can be classified as a specific form of a Retrieval Augmented Generation (RAG) with a KG, thus, it is dubbed Knowledge Graph-extended Retrieval Augmented Generation (KG-RAG). It includes a question decomposition module to enhance multi-hop information retrieval and answer explainability. Using In-Context Learning (ICL) and Chain-of-Thought (CoT) prompting, it generates explicit reasoning chains processed separately to improve truthfulness. Experiments on the MetaQA benchmark show increased accuracy for multi-hop questions, though with a slight trade-off in single-hop performance compared to LLM with KG baselines. These findings demonstrate KG-RAG’s potential to improve transparency in QA by bridging unstructured language understanding with structured knowledge retrieval.",293044439,3,49,,
10.1002/csr.70350,Corporate Sustainability Transition: Methodological Analysis for a Rating Model,"Riccardo Censi, Paola Campana, Fulvio Schettino, Chiara De Pucchio",Corporate Social Responsibility and Environmental Management,2025,"ABSTRACT This study introduces a new rating model for the evaluation of corporate sustainability, addressing the inconsistencies and divergences that characterize current ESG assessment systems. The model is hierarchically structured, comprising 99 indicators organized into 19 modules, and is designed to be adaptable by sector and firm size. It provides a standardized yet flexible analytical framework that enhances transparency, comparability, and replicability of sustainability assessments. The framework is aligned with key European regulatory initiatives, including the EU Taxonomy and the CSRD Directive, and integrates both quantitative and qualitative dimensions. The indicators were developed through a comparative analysis of leading ESG frameworks (Bloomberg, Refinitiv, Moody's) and European regulatory sources and were refined through a modular structure that groups them into submodules, modules, and pillars. A dual weighting algorithm, sectoral and dimensional, was applied to ensure comparability across industries and firms of different sizes. The methodological process follows progressive steps: data collection at the company level, calculation of ESG metrics, aggregation into indicators, and consolidation into the three ESG pillars. Through conceptual validation and comparison with existing rating models, the framework demonstrates methodological coherence and practical potential. In particular, it addresses the issue of so‐called “aggregate confusion” in ESG ratings by reducing measurement divergence and promoting greater alignment with shared standards. The proposed approach supports the voluntary adoption of sustainable practices and facilitates improved management of environmental and social risks. Its main contribution lies in providing a transparent and adaptable tool that combines standardization with the flexibility required by diverse corporate contexts. The study delivers both theoretical and practical value, offering a structured basis for advancing ESG performance evaluation and harmonization.",294597842,0,52,,
10.3390/su172411348,Using Generative Artificial Intelligence to Evaluate the Quality of Chinese Environmental Information Disclosure in Chemical Firms,"Yun Zhu, Qinghan Chen, Ma Zhong",Sustainability,2025,"Environmental information disclosure plays a critical role in corporate sustainability, yet existing evaluation approaches often rely on subjective judgment or limited textual features. This study proposes a structured framework for assessing the environmental information disclosure quality (EIDQ) of chemical enterprises and develops a generative artificial intelligence (GAI)-driven automated scoring system to enhance evaluation consistency. Using 190 Environmental, Social, and Governance (ESG) reports from 38 Chinese chemical firms between 2020 and 2024, we applied a multi-stage process combining indicator construction, DeepSeek-V3.2–based large language model (LLM) scoring, and cross-model validation. The results show that EIDQ exhibited a steady upward trend over the study period, reflecting a shift toward more quantitative and verifiable disclosure practices. The AI-generated scores demonstrated a high degree of alignment with human expert evaluations, and robustness tests confirmed the method’s transferability across different large language models. These findings provide methodological evidence for the feasibility of AI-assisted EIDQ assessment and offer practical implications for corporate sustainability reporting and regulatory oversight.",294817356,0,62,,
10.3390/su172411128,From News to Knowledge: Leveraging AI and Knowledge Graphs for Real-Time ESG Insights,"Omar Mohmmed Hassan Nassar, Fahimeh Jafari, Chanchal Jain",Sustainability,2025,"Traditional Environmental, Social, and Governance (ESG) assessments rely heavily on corporate disclosures and third-party ratings, which are often delayed, inconsistent, and prone to bias. These limitations leave stakeholders without timely visibility into rapidly evolving ESG events. These assessment frameworks also fail to capture the dynamic nature of ESG issues reflected in public news media. This research addresses these limitations by proposing and implementing an automated framework utilising Artificial Intelligence (AI), specifically Natural Language Processing (NLP) and Knowledge Graphs (KG), to analyse ESG news data for companies listed on major stock indices. The methodology involves several stages: collecting a registry of target companies; retrieving relevant news articles; applying Named Entity Recognition (NER), sentiment analysis, and ESG domain classification; and constructing a linked property knowledge graph to structure the extracted information semantically. The framework culminates in an interactive dashboard for visualising and querying the resulting graph database. The resulting knowledge graph supports comparative inferential analytics across indices and sectors, uncovering divergent ESG sentiment profiles and thematic priorities that traditional reports overlook. The analysis also reveals comparative insights into sentiment trends and ESG focus areas across different exchanges and sectors, offering perspectives often missing from traditional methods. Findings indicate differing ESG sentiment profiles and thematic focuses between the UK (FTSE) and Australian (ASX) indices within the analysed dataset. This study confirms AI/KG’s potential for a modular, dynamic, and semantically rich ESG intelligence approach, transforming unstructured news into interconnected insights. Limitations and areas for future work, including model refinement and integration of financial data, are also discussed. This proposed framework augments traditional ESG evaluations with automated, scalable, and context-rich analysis.",294937804,0,8,,
10.48550/arxiv.2512.11506,EmeraldMind: A Knowledge Graph-Augmented Framework for Greenwashing Detection,"Kaoukis, Georgios, Koufopoulos, Ioannis Aris, Eleni, Psaroudaki, Karidi, Danae Pla, Pitoura, Evaggelia, Papastefanatos, George, Tsaparas, Panayiotis",arXiv (Cornell University),2025,"As AI and web agents become pervasive in decision-making, it is critical to design intelligent systems that not only support sustainability efforts but also guard against misinformation. Greenwashing, i.e., misleading corporate sustainability claims, poses a major challenge to environmental progress. To address this challenge, we introduce EmeraldMind, a fact-centric framework integrating a domain-specific knowledge graph with retrieval-augmented generation to automate greenwashing detection. EmeraldMind builds the EmeraldGraph from diverse corporate ESG (environmental, social, and governance) reports, surfacing verifiable evidence, often missing in generic knowledge bases, and supporting large language models in claim assessment. The framework delivers justification-centric classifications, presenting transparent, evidence-backed verdicts and abstaining responsibly when claims cannot be verified. Experiments on a new greenwashing claims dataset demonstrate that EmeraldMind achieves competitive accuracy, greater coverage, and superior explanation quality compared to generic LLMs, without the need for fine-tuning or retraining.",295289763,0,0,,
