DOI,Title,Authors,Journal,Year,Abstract,LitmapsId,Cited By,References,PubMedId,Tags,_source,citation_key,paper_title
10.1111/jifm.12156,"Be good to be wise: Environmental, Social, and Governance awareness as a potential credit risk mitigation factor","Marina Brogi, Valentina Lagasio, Pasqualina Porretta",Journal of International Financial Management and Accounting,2022,"Integrating Environmental, Social, and Governance (ESG) factors into credit risk assessment is the new frontier for credit risk management as regulators and investors increasingly require banks to channel loans to “sustainable” borrowers and ultimately foster sustainable growth. Our findings show that higher ESG awareness is strongly associated with better creditworthiness (proxied by the Altman Z-score). We apply a two-step methodology to 3331 companies from various industries and geographies in the 2000–2016 period which reveals that high ESG awareness scores are strongly and very significantly associated with a reduction in firm credit risk. We check the robustness by using the Probability of Default as a dependent variable and an instrumental variable constructed with a factor analysis. Our results support the appropriateness of the introduction of ESG awareness parameters in the creditworthiness assessment of borrowers.",134910077,83,20,,,phd_proposal.csv,news_nassar_2025,From News to Knowledge: Leveraging AI and Knowledge Graphs for Real-Time ESG Insights
10.1002/csr.70133,Greenwashing in Brazilian Corporations: A Machine Learning Approach to Unmask the Discourse-Practice Gap,"Isabelly Alves Alvares dos Santos, Ana Claudia Moxotó, Edjard de Souza Mota",Corporate Social Responsibility and Environmental Management,2025,"ABSTRACT This study investigates greenwashing in the Brazilian corporate sector by analysing the gap between companies' sustainability claims and their actual practices. We introduce a novel, AI‐powered methodology based on Decoupling Theory to detect greenwashing. Our approach triangulates three distinct data sources from 2022 to 2023: (i) internal corporate discourse (ESG reports quantified via machine learning); (ii) external market perception (Merco ESG reputation index); and (iii) actual environmental practice (objective greenhouse gas (GHG) emissions data). Our econometric analysis reveals a significant discourse‐practice gap, providing strong evidence of greenwashing. We found a substantial misalignment between companies' AI‐calculated ESG scores and their external reputation rankings, with only a small fraction of firms showing consistency. More strikingly, the analysis uncovered a paradoxical positive correlation between environmental discourse and emissions: a 1% increase in a company's AI‐calculated environmental score is associated with an approximate 5.24% increase in its GHG emissions. This suggests that environmental disclosures may serve as a tool for image management rather than reflecting tangible emission reductions. These findings empirically validate key facets of greenwashing theory within an emerging market context. The results underscore the urgent need for more robust regulation, mandatory standardized reporting, and independent verification to mitigate deceptive environmental claims and foster genuine corporate sustainability.",290024675,1,48,,,phd_proposal.csv,news_nassar_2025,From News to Knowledge: Leveraging AI and Knowledge Graphs for Real-Time ESG Insights
10.1111/jifm.12156,"Be good to be wise: Environmental, Social, and Governance awareness as a potential credit risk mitigation factor","Marina Brogi, Valentina Lagasio, Pasqualina Porretta",Journal of International Financial Management and Accounting,2022,"Integrating Environmental, Social, and Governance (ESG) factors into credit risk assessment is the new frontier for credit risk management as regulators and investors increasingly require banks to channel loans to “sustainable” borrowers and ultimately foster sustainable growth. Our findings show that higher ESG awareness is strongly associated with better creditworthiness (proxied by the Altman Z-score). We apply a two-step methodology to 3331 companies from various industries and geographies in the 2000–2016 period which reveals that high ESG awareness scores are strongly and very significantly associated with a reduction in firm credit risk. We check the robustness by using the Probability of Default as a dependent variable and an instrumental variable constructed with a factor analysis. Our results support the appropriateness of the introduction of ESG awareness parameters in the creditworthiness assessment of borrowers.",134910077,83,20,,,phd_proposal.csv,prototype_chou_2024,A Prototype System Using Causal Inference and Machine Learning Models to Estimate ESG Ratings for SMEs
10.1002/csr.70133,Greenwashing in Brazilian Corporations: A Machine Learning Approach to Unmask the Discourse-Practice Gap,"Isabelly Alves Alvares dos Santos, Ana Claudia Moxotó, Edjard de Souza Mota",Corporate Social Responsibility and Environmental Management,2025,"ABSTRACT This study investigates greenwashing in the Brazilian corporate sector by analysing the gap between companies' sustainability claims and their actual practices. We introduce a novel, AI‐powered methodology based on Decoupling Theory to detect greenwashing. Our approach triangulates three distinct data sources from 2022 to 2023: (i) internal corporate discourse (ESG reports quantified via machine learning); (ii) external market perception (Merco ESG reputation index); and (iii) actual environmental practice (objective greenhouse gas (GHG) emissions data). Our econometric analysis reveals a significant discourse‐practice gap, providing strong evidence of greenwashing. We found a substantial misalignment between companies' AI‐calculated ESG scores and their external reputation rankings, with only a small fraction of firms showing consistency. More strikingly, the analysis uncovered a paradoxical positive correlation between environmental discourse and emissions: a 1% increase in a company's AI‐calculated environmental score is associated with an approximate 5.24% increase in its GHG emissions. This suggests that environmental disclosures may serve as a tool for image management rather than reflecting tangible emission reductions. These findings empirically validate key facets of greenwashing theory within an emerging market context. The results underscore the urgent need for more robust regulation, mandatory standardized reporting, and independent verification to mitigate deceptive environmental claims and foster genuine corporate sustainability.",290024675,1,48,,,phd_proposal.csv,prototype_chou_2024,A Prototype System Using Causal Inference and Machine Learning Models to Estimate ESG Ratings for SMEs
10.1111/jifm.12156,"Be good to be wise: Environmental, Social, and Governance awareness as a potential credit risk mitigation factor","Marina Brogi, Valentina Lagasio, Pasqualina Porretta",Journal of International Financial Management and Accounting,2022,"Integrating Environmental, Social, and Governance (ESG) factors into credit risk assessment is the new frontier for credit risk management as regulators and investors increasingly require banks to channel loans to “sustainable” borrowers and ultimately foster sustainable growth. Our findings show that higher ESG awareness is strongly associated with better creditworthiness (proxied by the Altman Z-score). We apply a two-step methodology to 3331 companies from various industries and geographies in the 2000–2016 period which reveals that high ESG awareness scores are strongly and very significantly associated with a reduction in firm credit risk. We check the robustness by using the Probability of Default as a dependent variable and an instrumental variable constructed with a factor analysis. Our results support the appropriateness of the introduction of ESG awareness parameters in the creditworthiness assessment of borrowers.",134910077,83,20,,,phd_proposal.csv,trustworthy_prajwalasimha_2025,Trustworthy and Interpretable AI for Robust Fraud Detection in Financial Transactions
10.1002/csr.70133,Greenwashing in Brazilian Corporations: A Machine Learning Approach to Unmask the Discourse-Practice Gap,"Isabelly Alves Alvares dos Santos, Ana Claudia Moxotó, Edjard de Souza Mota",Corporate Social Responsibility and Environmental Management,2025,"ABSTRACT This study investigates greenwashing in the Brazilian corporate sector by analysing the gap between companies' sustainability claims and their actual practices. We introduce a novel, AI‐powered methodology based on Decoupling Theory to detect greenwashing. Our approach triangulates three distinct data sources from 2022 to 2023: (i) internal corporate discourse (ESG reports quantified via machine learning); (ii) external market perception (Merco ESG reputation index); and (iii) actual environmental practice (objective greenhouse gas (GHG) emissions data). Our econometric analysis reveals a significant discourse‐practice gap, providing strong evidence of greenwashing. We found a substantial misalignment between companies' AI‐calculated ESG scores and their external reputation rankings, with only a small fraction of firms showing consistency. More strikingly, the analysis uncovered a paradoxical positive correlation between environmental discourse and emissions: a 1% increase in a company's AI‐calculated environmental score is associated with an approximate 5.24% increase in its GHG emissions. This suggests that environmental disclosures may serve as a tool for image management rather than reflecting tangible emission reductions. These findings empirically validate key facets of greenwashing theory within an emerging market context. The results underscore the urgent need for more robust regulation, mandatory standardized reporting, and independent verification to mitigate deceptive environmental claims and foster genuine corporate sustainability.",290024675,1,48,,,phd_proposal.csv,trustworthy_prajwalasimha_2025,Trustworthy and Interpretable AI for Robust Fraud Detection in Financial Transactions
10.1111/jifm.12156,"Be good to be wise: Environmental, Social, and Governance awareness as a potential credit risk mitigation factor","Marina Brogi, Valentina Lagasio, Pasqualina Porretta",Journal of International Financial Management and Accounting,2022,"Integrating Environmental, Social, and Governance (ESG) factors into credit risk assessment is the new frontier for credit risk management as regulators and investors increasingly require banks to channel loans to “sustainable” borrowers and ultimately foster sustainable growth. Our findings show that higher ESG awareness is strongly associated with better creditworthiness (proxied by the Altman Z-score). We apply a two-step methodology to 3331 companies from various industries and geographies in the 2000–2016 period which reveals that high ESG awareness scores are strongly and very significantly associated with a reduction in firm credit risk. We check the robustness by using the Probability of Default as a dependent variable and an instrumental variable constructed with a factor analysis. Our results support the appropriateness of the introduction of ESG awareness parameters in the creditworthiness assessment of borrowers.",134910077,83,20,,,phd_proposal.csv,carbonwashing_in_2021,Carbonwashing: A New Type of Carbon Data-Related ESG Greenwashing
10.1002/csr.70133,Greenwashing in Brazilian Corporations: A Machine Learning Approach to Unmask the Discourse-Practice Gap,"Isabelly Alves Alvares dos Santos, Ana Claudia Moxotó, Edjard de Souza Mota",Corporate Social Responsibility and Environmental Management,2025,"ABSTRACT This study investigates greenwashing in the Brazilian corporate sector by analysing the gap between companies' sustainability claims and their actual practices. We introduce a novel, AI‐powered methodology based on Decoupling Theory to detect greenwashing. Our approach triangulates three distinct data sources from 2022 to 2023: (i) internal corporate discourse (ESG reports quantified via machine learning); (ii) external market perception (Merco ESG reputation index); and (iii) actual environmental practice (objective greenhouse gas (GHG) emissions data). Our econometric analysis reveals a significant discourse‐practice gap, providing strong evidence of greenwashing. We found a substantial misalignment between companies' AI‐calculated ESG scores and their external reputation rankings, with only a small fraction of firms showing consistency. More strikingly, the analysis uncovered a paradoxical positive correlation between environmental discourse and emissions: a 1% increase in a company's AI‐calculated environmental score is associated with an approximate 5.24% increase in its GHG emissions. This suggests that environmental disclosures may serve as a tool for image management rather than reflecting tangible emission reductions. These findings empirically validate key facets of greenwashing theory within an emerging market context. The results underscore the urgent need for more robust regulation, mandatory standardized reporting, and independent verification to mitigate deceptive environmental claims and foster genuine corporate sustainability.",290024675,1,48,,,phd_proposal.csv,carbonwashing_in_2021,Carbonwashing: A New Type of Carbon Data-Related ESG Greenwashing
10.1111/jifm.12156,"Be good to be wise: Environmental, Social, and Governance awareness as a potential credit risk mitigation factor","Marina Brogi, Valentina Lagasio, Pasqualina Porretta",Journal of International Financial Management and Accounting,2022,"Integrating Environmental, Social, and Governance (ESG) factors into credit risk assessment is the new frontier for credit risk management as regulators and investors increasingly require banks to channel loans to “sustainable” borrowers and ultimately foster sustainable growth. Our findings show that higher ESG awareness is strongly associated with better creditworthiness (proxied by the Altman Z-score). We apply a two-step methodology to 3331 companies from various industries and geographies in the 2000–2016 period which reveals that high ESG awareness scores are strongly and very significantly associated with a reduction in firm credit risk. We check the robustness by using the Probability of Default as a dependent variable and an instrumental variable constructed with a factor analysis. Our results support the appropriateness of the introduction of ESG awareness parameters in the creditworthiness assessment of borrowers.",134910077,83,20,,,phd_proposal.csv,corporate_sisdyani_2025,Corporate responses to sustainability issues: are they rhetorical?
10.1002/csr.70133,Greenwashing in Brazilian Corporations: A Machine Learning Approach to Unmask the Discourse-Practice Gap,"Isabelly Alves Alvares dos Santos, Ana Claudia Moxotó, Edjard de Souza Mota",Corporate Social Responsibility and Environmental Management,2025,"ABSTRACT This study investigates greenwashing in the Brazilian corporate sector by analysing the gap between companies' sustainability claims and their actual practices. We introduce a novel, AI‐powered methodology based on Decoupling Theory to detect greenwashing. Our approach triangulates three distinct data sources from 2022 to 2023: (i) internal corporate discourse (ESG reports quantified via machine learning); (ii) external market perception (Merco ESG reputation index); and (iii) actual environmental practice (objective greenhouse gas (GHG) emissions data). Our econometric analysis reveals a significant discourse‐practice gap, providing strong evidence of greenwashing. We found a substantial misalignment between companies' AI‐calculated ESG scores and their external reputation rankings, with only a small fraction of firms showing consistency. More strikingly, the analysis uncovered a paradoxical positive correlation between environmental discourse and emissions: a 1% increase in a company's AI‐calculated environmental score is associated with an approximate 5.24% increase in its GHG emissions. This suggests that environmental disclosures may serve as a tool for image management rather than reflecting tangible emission reductions. These findings empirically validate key facets of greenwashing theory within an emerging market context. The results underscore the urgent need for more robust regulation, mandatory standardized reporting, and independent verification to mitigate deceptive environmental claims and foster genuine corporate sustainability.",290024675,1,48,,,phd_proposal.csv,corporate_sisdyani_2025,Corporate responses to sustainability issues: are they rhetorical?
10.1111/jifm.12156,"Be good to be wise: Environmental, Social, and Governance awareness as a potential credit risk mitigation factor","Marina Brogi, Valentina Lagasio, Pasqualina Porretta",Journal of International Financial Management and Accounting,2022,"Integrating Environmental, Social, and Governance (ESG) factors into credit risk assessment is the new frontier for credit risk management as regulators and investors increasingly require banks to channel loans to “sustainable” borrowers and ultimately foster sustainable growth. Our findings show that higher ESG awareness is strongly associated with better creditworthiness (proxied by the Altman Z-score). We apply a two-step methodology to 3331 companies from various industries and geographies in the 2000–2016 period which reveals that high ESG awareness scores are strongly and very significantly associated with a reduction in firm credit risk. We check the robustness by using the Probability of Default as a dependent variable and an instrumental variable constructed with a factor analysis. Our results support the appropriateness of the introduction of ESG awareness parameters in the creditworthiness assessment of borrowers.",134910077,83,20,,,phd_proposal.csv,floodlight_pope_2023,Floodlight or Spotlight? Public Attention and the Selective Disclosure of Environmental Information
10.1002/csr.70133,Greenwashing in Brazilian Corporations: A Machine Learning Approach to Unmask the Discourse-Practice Gap,"Isabelly Alves Alvares dos Santos, Ana Claudia Moxotó, Edjard de Souza Mota",Corporate Social Responsibility and Environmental Management,2025,"ABSTRACT This study investigates greenwashing in the Brazilian corporate sector by analysing the gap between companies' sustainability claims and their actual practices. We introduce a novel, AI‐powered methodology based on Decoupling Theory to detect greenwashing. Our approach triangulates three distinct data sources from 2022 to 2023: (i) internal corporate discourse (ESG reports quantified via machine learning); (ii) external market perception (Merco ESG reputation index); and (iii) actual environmental practice (objective greenhouse gas (GHG) emissions data). Our econometric analysis reveals a significant discourse‐practice gap, providing strong evidence of greenwashing. We found a substantial misalignment between companies' AI‐calculated ESG scores and their external reputation rankings, with only a small fraction of firms showing consistency. More strikingly, the analysis uncovered a paradoxical positive correlation between environmental discourse and emissions: a 1% increase in a company's AI‐calculated environmental score is associated with an approximate 5.24% increase in its GHG emissions. This suggests that environmental disclosures may serve as a tool for image management rather than reflecting tangible emission reductions. These findings empirically validate key facets of greenwashing theory within an emerging market context. The results underscore the urgent need for more robust regulation, mandatory standardized reporting, and independent verification to mitigate deceptive environmental claims and foster genuine corporate sustainability.",290024675,1,48,,,phd_proposal.csv,floodlight_pope_2023,Floodlight or Spotlight? Public Attention and the Selective Disclosure of Environmental Information
10.1111/jifm.12156,"Be good to be wise: Environmental, Social, and Governance awareness as a potential credit risk mitigation factor","Marina Brogi, Valentina Lagasio, Pasqualina Porretta",Journal of International Financial Management and Accounting,2022,"Integrating Environmental, Social, and Governance (ESG) factors into credit risk assessment is the new frontier for credit risk management as regulators and investors increasingly require banks to channel loans to “sustainable” borrowers and ultimately foster sustainable growth. Our findings show that higher ESG awareness is strongly associated with better creditworthiness (proxied by the Altman Z-score). We apply a two-step methodology to 3331 companies from various industries and geographies in the 2000–2016 period which reveals that high ESG awareness scores are strongly and very significantly associated with a reduction in firm credit risk. We check the robustness by using the Probability of Default as a dependent variable and an instrumental variable constructed with a factor analysis. Our results support the appropriateness of the introduction of ESG awareness parameters in the creditworthiness assessment of borrowers.",134910077,83,20,,,phd_proposal.csv,demystifying_yim_2025,Demystifying TCFD Disclosures: An AI-Powered Framework for Enhanced Transparency and Trust
10.1002/csr.70133,Greenwashing in Brazilian Corporations: A Machine Learning Approach to Unmask the Discourse-Practice Gap,"Isabelly Alves Alvares dos Santos, Ana Claudia Moxotó, Edjard de Souza Mota",Corporate Social Responsibility and Environmental Management,2025,"ABSTRACT This study investigates greenwashing in the Brazilian corporate sector by analysing the gap between companies' sustainability claims and their actual practices. We introduce a novel, AI‐powered methodology based on Decoupling Theory to detect greenwashing. Our approach triangulates three distinct data sources from 2022 to 2023: (i) internal corporate discourse (ESG reports quantified via machine learning); (ii) external market perception (Merco ESG reputation index); and (iii) actual environmental practice (objective greenhouse gas (GHG) emissions data). Our econometric analysis reveals a significant discourse‐practice gap, providing strong evidence of greenwashing. We found a substantial misalignment between companies' AI‐calculated ESG scores and their external reputation rankings, with only a small fraction of firms showing consistency. More strikingly, the analysis uncovered a paradoxical positive correlation between environmental discourse and emissions: a 1% increase in a company's AI‐calculated environmental score is associated with an approximate 5.24% increase in its GHG emissions. This suggests that environmental disclosures may serve as a tool for image management rather than reflecting tangible emission reductions. These findings empirically validate key facets of greenwashing theory within an emerging market context. The results underscore the urgent need for more robust regulation, mandatory standardized reporting, and independent verification to mitigate deceptive environmental claims and foster genuine corporate sustainability.",290024675,1,48,,,phd_proposal.csv,demystifying_yim_2025,Demystifying TCFD Disclosures: An AI-Powered Framework for Enhanced Transparency and Trust
10.1111/jifm.12156,"Be good to be wise: Environmental, Social, and Governance awareness as a potential credit risk mitigation factor","Marina Brogi, Valentina Lagasio, Pasqualina Porretta",Journal of International Financial Management and Accounting,2022,"Integrating Environmental, Social, and Governance (ESG) factors into credit risk assessment is the new frontier for credit risk management as regulators and investors increasingly require banks to channel loans to “sustainable” borrowers and ultimately foster sustainable growth. Our findings show that higher ESG awareness is strongly associated with better creditworthiness (proxied by the Altman Z-score). We apply a two-step methodology to 3331 companies from various industries and geographies in the 2000–2016 period which reveals that high ESG awareness scores are strongly and very significantly associated with a reduction in firm credit risk. We check the robustness by using the Probability of Default as a dependent variable and an instrumental variable constructed with a factor analysis. Our results support the appropriateness of the introduction of ESG awareness parameters in the creditworthiness assessment of borrowers.",134910077,83,20,,,phd_proposal.csv,automated_kassem_2020,Automated Sustainability Assessment System for Small and Medium Enterprises Reporting
10.1002/csr.70133,Greenwashing in Brazilian Corporations: A Machine Learning Approach to Unmask the Discourse-Practice Gap,"Isabelly Alves Alvares dos Santos, Ana Claudia Moxotó, Edjard de Souza Mota",Corporate Social Responsibility and Environmental Management,2025,"ABSTRACT This study investigates greenwashing in the Brazilian corporate sector by analysing the gap between companies' sustainability claims and their actual practices. We introduce a novel, AI‐powered methodology based on Decoupling Theory to detect greenwashing. Our approach triangulates three distinct data sources from 2022 to 2023: (i) internal corporate discourse (ESG reports quantified via machine learning); (ii) external market perception (Merco ESG reputation index); and (iii) actual environmental practice (objective greenhouse gas (GHG) emissions data). Our econometric analysis reveals a significant discourse‐practice gap, providing strong evidence of greenwashing. We found a substantial misalignment between companies' AI‐calculated ESG scores and their external reputation rankings, with only a small fraction of firms showing consistency. More strikingly, the analysis uncovered a paradoxical positive correlation between environmental discourse and emissions: a 1% increase in a company's AI‐calculated environmental score is associated with an approximate 5.24% increase in its GHG emissions. This suggests that environmental disclosures may serve as a tool for image management rather than reflecting tangible emission reductions. These findings empirically validate key facets of greenwashing theory within an emerging market context. The results underscore the urgent need for more robust regulation, mandatory standardized reporting, and independent verification to mitigate deceptive environmental claims and foster genuine corporate sustainability.",290024675,1,48,,,phd_proposal.csv,automated_kassem_2020,Automated Sustainability Assessment System for Small and Medium Enterprises Reporting
10.1111/jifm.12156,"Be good to be wise: Environmental, Social, and Governance awareness as a potential credit risk mitigation factor","Marina Brogi, Valentina Lagasio, Pasqualina Porretta",Journal of International Financial Management and Accounting,2022,"Integrating Environmental, Social, and Governance (ESG) factors into credit risk assessment is the new frontier for credit risk management as regulators and investors increasingly require banks to channel loans to “sustainable” borrowers and ultimately foster sustainable growth. Our findings show that higher ESG awareness is strongly associated with better creditworthiness (proxied by the Altman Z-score). We apply a two-step methodology to 3331 companies from various industries and geographies in the 2000–2016 period which reveals that high ESG awareness scores are strongly and very significantly associated with a reduction in firm credit risk. We check the robustness by using the Probability of Default as a dependent variable and an instrumental variable constructed with a factor analysis. Our results support the appropriateness of the introduction of ESG awareness parameters in the creditworthiness assessment of borrowers.",134910077,83,20,,,phd_proposal.csv,advancing_sultana_2025,"Advancing Firm-Specific ESG Sentiment Analysis: A Machine Learning Approach to Clustering, Prediction, and Financial Performance Implications"
10.1002/csr.70133,Greenwashing in Brazilian Corporations: A Machine Learning Approach to Unmask the Discourse-Practice Gap,"Isabelly Alves Alvares dos Santos, Ana Claudia Moxotó, Edjard de Souza Mota",Corporate Social Responsibility and Environmental Management,2025,"ABSTRACT This study investigates greenwashing in the Brazilian corporate sector by analysing the gap between companies' sustainability claims and their actual practices. We introduce a novel, AI‐powered methodology based on Decoupling Theory to detect greenwashing. Our approach triangulates three distinct data sources from 2022 to 2023: (i) internal corporate discourse (ESG reports quantified via machine learning); (ii) external market perception (Merco ESG reputation index); and (iii) actual environmental practice (objective greenhouse gas (GHG) emissions data). Our econometric analysis reveals a significant discourse‐practice gap, providing strong evidence of greenwashing. We found a substantial misalignment between companies' AI‐calculated ESG scores and their external reputation rankings, with only a small fraction of firms showing consistency. More strikingly, the analysis uncovered a paradoxical positive correlation between environmental discourse and emissions: a 1% increase in a company's AI‐calculated environmental score is associated with an approximate 5.24% increase in its GHG emissions. This suggests that environmental disclosures may serve as a tool for image management rather than reflecting tangible emission reductions. These findings empirically validate key facets of greenwashing theory within an emerging market context. The results underscore the urgent need for more robust regulation, mandatory standardized reporting, and independent verification to mitigate deceptive environmental claims and foster genuine corporate sustainability.",290024675,1,48,,,phd_proposal.csv,advancing_sultana_2025,"Advancing Firm-Specific ESG Sentiment Analysis: A Machine Learning Approach to Clustering, Prediction, and Financial Performance Implications"
10.1111/jifm.12156,"Be good to be wise: Environmental, Social, and Governance awareness as a potential credit risk mitigation factor","Marina Brogi, Valentina Lagasio, Pasqualina Porretta",Journal of International Financial Management and Accounting,2022,"Integrating Environmental, Social, and Governance (ESG) factors into credit risk assessment is the new frontier for credit risk management as regulators and investors increasingly require banks to channel loans to “sustainable” borrowers and ultimately foster sustainable growth. Our findings show that higher ESG awareness is strongly associated with better creditworthiness (proxied by the Altman Z-score). We apply a two-step methodology to 3331 companies from various industries and geographies in the 2000–2016 period which reveals that high ESG awareness scores are strongly and very significantly associated with a reduction in firm credit risk. We check the robustness by using the Probability of Default as a dependent variable and an instrumental variable constructed with a factor analysis. Our results support the appropriateness of the introduction of ESG awareness parameters in the creditworthiness assessment of borrowers.",134910077,83,20,,,phd_proposal.csv,ai_wu_2025,The AI Annotator: Large Language Models’ Potential in Scoring Sustainability Reports
10.1002/csr.70133,Greenwashing in Brazilian Corporations: A Machine Learning Approach to Unmask the Discourse-Practice Gap,"Isabelly Alves Alvares dos Santos, Ana Claudia Moxotó, Edjard de Souza Mota",Corporate Social Responsibility and Environmental Management,2025,"ABSTRACT This study investigates greenwashing in the Brazilian corporate sector by analysing the gap between companies' sustainability claims and their actual practices. We introduce a novel, AI‐powered methodology based on Decoupling Theory to detect greenwashing. Our approach triangulates three distinct data sources from 2022 to 2023: (i) internal corporate discourse (ESG reports quantified via machine learning); (ii) external market perception (Merco ESG reputation index); and (iii) actual environmental practice (objective greenhouse gas (GHG) emissions data). Our econometric analysis reveals a significant discourse‐practice gap, providing strong evidence of greenwashing. We found a substantial misalignment between companies' AI‐calculated ESG scores and their external reputation rankings, with only a small fraction of firms showing consistency. More strikingly, the analysis uncovered a paradoxical positive correlation between environmental discourse and emissions: a 1% increase in a company's AI‐calculated environmental score is associated with an approximate 5.24% increase in its GHG emissions. This suggests that environmental disclosures may serve as a tool for image management rather than reflecting tangible emission reductions. These findings empirically validate key facets of greenwashing theory within an emerging market context. The results underscore the urgent need for more robust regulation, mandatory standardized reporting, and independent verification to mitigate deceptive environmental claims and foster genuine corporate sustainability.",290024675,1,48,,,phd_proposal.csv,ai_wu_2025,The AI Annotator: Large Language Models’ Potential in Scoring Sustainability Reports
10.1111/jifm.12156,"Be good to be wise: Environmental, Social, and Governance awareness as a potential credit risk mitigation factor","Marina Brogi, Valentina Lagasio, Pasqualina Porretta",Journal of International Financial Management and Accounting,2022,"Integrating Environmental, Social, and Governance (ESG) factors into credit risk assessment is the new frontier for credit risk management as regulators and investors increasingly require banks to channel loans to “sustainable” borrowers and ultimately foster sustainable growth. Our findings show that higher ESG awareness is strongly associated with better creditworthiness (proxied by the Altman Z-score). We apply a two-step methodology to 3331 companies from various industries and geographies in the 2000–2016 period which reveals that high ESG awareness scores are strongly and very significantly associated with a reduction in firm credit risk. We check the robustness by using the Probability of Default as a dependent variable and an instrumental variable constructed with a factor analysis. Our results support the appropriateness of the introduction of ESG awareness parameters in the creditworthiness assessment of borrowers.",134910077,83,20,,,phd_proposal.csv,ata_peer_2025,ATA: A Neuro-Symbolic Approach to Implement Autonomous and Trustworthy Agents
10.1002/csr.70133,Greenwashing in Brazilian Corporations: A Machine Learning Approach to Unmask the Discourse-Practice Gap,"Isabelly Alves Alvares dos Santos, Ana Claudia Moxotó, Edjard de Souza Mota",Corporate Social Responsibility and Environmental Management,2025,"ABSTRACT This study investigates greenwashing in the Brazilian corporate sector by analysing the gap between companies' sustainability claims and their actual practices. We introduce a novel, AI‐powered methodology based on Decoupling Theory to detect greenwashing. Our approach triangulates three distinct data sources from 2022 to 2023: (i) internal corporate discourse (ESG reports quantified via machine learning); (ii) external market perception (Merco ESG reputation index); and (iii) actual environmental practice (objective greenhouse gas (GHG) emissions data). Our econometric analysis reveals a significant discourse‐practice gap, providing strong evidence of greenwashing. We found a substantial misalignment between companies' AI‐calculated ESG scores and their external reputation rankings, with only a small fraction of firms showing consistency. More strikingly, the analysis uncovered a paradoxical positive correlation between environmental discourse and emissions: a 1% increase in a company's AI‐calculated environmental score is associated with an approximate 5.24% increase in its GHG emissions. This suggests that environmental disclosures may serve as a tool for image management rather than reflecting tangible emission reductions. These findings empirically validate key facets of greenwashing theory within an emerging market context. The results underscore the urgent need for more robust regulation, mandatory standardized reporting, and independent verification to mitigate deceptive environmental claims and foster genuine corporate sustainability.",290024675,1,48,,,phd_proposal.csv,ata_peer_2025,ATA: A Neuro-Symbolic Approach to Implement Autonomous and Trustworthy Agents
10.1111/jifm.12156,"Be good to be wise: Environmental, Social, and Governance awareness as a potential credit risk mitigation factor","Marina Brogi, Valentina Lagasio, Pasqualina Porretta",Journal of International Financial Management and Accounting,2022,"Integrating Environmental, Social, and Governance (ESG) factors into credit risk assessment is the new frontier for credit risk management as regulators and investors increasingly require banks to channel loans to “sustainable” borrowers and ultimately foster sustainable growth. Our findings show that higher ESG awareness is strongly associated with better creditworthiness (proxied by the Altman Z-score). We apply a two-step methodology to 3331 companies from various industries and geographies in the 2000–2016 period which reveals that high ESG awareness scores are strongly and very significantly associated with a reduction in firm credit risk. We check the robustness by using the Probability of Default as a dependent variable and an instrumental variable constructed with a factor analysis. Our results support the appropriateness of the introduction of ESG awareness parameters in the creditworthiness assessment of borrowers.",134910077,83,20,,,phd_proposal.csv,automated_kassem_2020,Automated Sustainability Assessment System for Small and Medium Enterprises Reporting
10.1002/csr.70133,Greenwashing in Brazilian Corporations: A Machine Learning Approach to Unmask the Discourse-Practice Gap,"Isabelly Alves Alvares dos Santos, Ana Claudia Moxotó, Edjard de Souza Mota",Corporate Social Responsibility and Environmental Management,2025,"ABSTRACT This study investigates greenwashing in the Brazilian corporate sector by analysing the gap between companies' sustainability claims and their actual practices. We introduce a novel, AI‐powered methodology based on Decoupling Theory to detect greenwashing. Our approach triangulates three distinct data sources from 2022 to 2023: (i) internal corporate discourse (ESG reports quantified via machine learning); (ii) external market perception (Merco ESG reputation index); and (iii) actual environmental practice (objective greenhouse gas (GHG) emissions data). Our econometric analysis reveals a significant discourse‐practice gap, providing strong evidence of greenwashing. We found a substantial misalignment between companies' AI‐calculated ESG scores and their external reputation rankings, with only a small fraction of firms showing consistency. More strikingly, the analysis uncovered a paradoxical positive correlation between environmental discourse and emissions: a 1% increase in a company's AI‐calculated environmental score is associated with an approximate 5.24% increase in its GHG emissions. This suggests that environmental disclosures may serve as a tool for image management rather than reflecting tangible emission reductions. These findings empirically validate key facets of greenwashing theory within an emerging market context. The results underscore the urgent need for more robust regulation, mandatory standardized reporting, and independent verification to mitigate deceptive environmental claims and foster genuine corporate sustainability.",290024675,1,48,,,phd_proposal.csv,automated_kassem_2020,Automated Sustainability Assessment System for Small and Medium Enterprises Reporting
