DOI,Title,Authors,Journal,Year,Abstract,LitmapsId,Cited By,References,PubMedId,Tags
10.1007/978-981-15-8443-5_10,Machine Learning Techniques to Determine the Polarity of Messages on Social Networks,"Jesus Varga, Omar Bonerge Pineda Lezama, Karen Payares",Advances in intelligent systems and computing,2021,"With the origin of Web 2.0, the Internet contains large amounts of user-generated information on an unlimited number of topics. Many entities such as corporations or political groups seek to gain knowledge through the opinions expressed by users. Social platforms such as Facebook or Twitter have proven to be successful for these tasks, due to the high volume of real-time messages generated and the large number of users that use them every day (Leis et al., J Med Internet Res 21(6):e14199, 2019, [1]). This paper focuses on the problem of Global Sentiment Analysis. Using the texts that compose the corpus in Spanish built by Sixto et al. (International conference on applications of natural language to information systems. Springer, Cham, 2016 [2]), and selecting the three most used classifiers by the state of the art of Naive Bayes, MSV and J48 through the Weka software.",190695594,1,23,,
10.1007/s41060-021-00244-6,An influence model for influence maximization–revenue optimization,"Trisha Lawrence, Patrick Hosein, Isaac Dialsingh",Journal of data science,2021,"The rise of online social networks (OSNs) has caused an insurmountable amount of interest from advertisers and researchers seeking to monopolize on its features. Researchers aim to develop strategies for propagating information among users within an OSN that is captured by diffusion or influence models. Within the last decade, influence models have been extensively studied for the influence maximization (IM) problem. Recently, a novel stochastic dynamic programming (SDP) formulation to influence maximization called the influence maximization–revenue optimization (IM–RO) problem was proposed with numerous lucrative advantages. In this paper, we validate the intuition behind the proposed influence model for the IM–RO problem empirically. We focus on demonstrating the correctness of the notion behind the influence model that the more of a user’s friends who click on an advertisement, the more likely the user is to click on the advertisement themselves and use a decision tree regressor to predict this probability. To further support the premise of our influence model and estimate its parameters, we implement a linear regression and a Bayesian model. Results indicate that the linear regression model captures the functional relationship between its dependent and the independent variables. We extend the experiments to real-world OSNs and investigate additional predictor variables that influence the number of posts and reposts.",166310434,2,36,,
10.18267/j.aip.298,Knowledge-Based and Intelligent Engineering Trends in Smart Cities: A Bibliometric Analysis of Machine Learning Applications,"Rituraj Jain, Ashish Sharma, Nausheen Khilji, Ramesh Babu Putchanuthala, Venkateswararao Pulipati, Mysore KeshavaRao Harikeerthan, G Himanshu",Acta Informatica Pragensia,2026,(missing abstract),296827338,0,60,,
10.1016/j.procs.2020.02.273,Prediction of likes and retweets using text information retrieval,"Ishita Daga, Anchal Gupta, Raj Vardhan, Partha Mukherjee",Procedia Computer Science,2020,(missing abstract),164725610,27,16,,
10.1007/s13278-023-01029-4,Old crimes reported in new bottles: the disclosure of child sexual abuse on Twitter through the case #MeTooInceste,"Jesús-C. Aguerri, Lorena Molnar, Fernando Miró-Llinares, Jesús-C. Aguerri, Lorena Molnar, Fernando Miró-Llinares",Social Network Analysis and Mining,2023,"Abstract Movements such as #MeToo have shown how an online trend can become the vehicle for collectively sharing personal experiences of sexual victimisation that often remains unreported to the criminal justice system. These social media trends offer new opportunities to social scientists who investigate complex phenomena that, despite existing since time immemorial, are still taboo and difficult to access. They also bring technical difficulties, as the challenge to identify reports of victimisation, and new questions about the characteristic of the events, the role that victimisation testimonies play and the capacity to detect them by analysing their characteristics. To address these issues, we collected 91,501 tweets under the hashtag #MeTooInceste, posted from the 20 to 27 January 2021. A model was fitted using Latent Dirichlet Allocation that detected 1688 tweets disclosing experiences of child sexual abuse, with an accuracy of 91.3% [± 3%] and a recall of 93.1% [± 5%]. We performed Conjunctive Analysis of Case Configurations on the tweets identified as disclosures of victimisation and found that long tweets posted by users with small accounts, without URL or picture, were more likely to be related to disclosure of child sexual abuse. We discuss the possibilities of these trends and techniques offer for research and practice.",253362557,5,74,,
(missing DOI),Attention Strategies For Nonprofit Advocacy On Social Media: Results From A National Study Of Homelessness Nonprofits In The United States,Seongho An,(missing journal),2019,"This dissertation examines the effectiveness of nonprofit advocacy on social media. With nationwide data on homelessness nonprofits in the United States, this is the first to examine how the such organizations use social media, what they frequently say on social media, and how effectively they use social media in order to garner public attention. Extending Guo and Saxton's Social Media Advocacy model, I propose a comprehensive model containing three major categories that explain the level of public attention. The first category is network characteristics, which includes network size and network influence. The second category is communication strategy, which contains three subcomponents of timing and pacing, targeting, and connecting strategy. The third category is content strategy with its two elements of content richness and sentiment/tone. Nationwide data on homelessness nonprofits in the U.S. are compiled by combining multiple data sources; 326,620 Twitter messages sent by the sample organizations are collected via the Twitter API. Data analysis consists of three phases. Phase one presents findings on the national description of nonprofit organizations in the homelessness sector and their social media adoption and use. In phase two, a series of content analyses is conducted on the Twitter messages sent by homelessness nonprofits to explore topics discussed by the organizations. The findings from the topic modeling via LDA identify seven themes that are most frequently employed by homelessness nonprofits while successfully obtaining attention from other users. The seven themes include seeking support, homeless youth, housing and care service, domestic violence, emotional dialogue, homelessness, and veterans. In phase three, the study’s hypotheses are tested both at the organizational and message levels. The analysis generates the following major findings: network size, connecting strategies, informative content, and positive tone are found to be important determinants of the attention on social media both at the organizational level and message level. There may be different attention mechanisms between the organizational level and message level as some factors (e.g., public reply) are found to have a significant but different direction of relationship with attention between the two levels. This study adds to the literature on social media advocacy by focusing on attention. The study applies Big Data approach to identify topics discussed by homelessness nonprofits, adds new factors of message strategy on “what to speak” and “how to speak”, and examines the determinants of audience attention at both the organizational and message levels. The findings from this study provides critical insights for nonprofit practitioners and advocates. In order to capture public attention, nonprofit organizations should spur efforts to increase their network size on social media, speak frequently, connect with others, offer informative and image content, and speak positively with an informal tone. Another important insight for nonprofit organizations is that how much attention an organization acquires on social media depends less on the organization’s resources, but more on effective use of social media. That is, no matter how small, an organization can increase awareness and drive audience attention by using social media strategically. As homelessness nonprofits increasingly turn to social media to advocate for their constituents and homelessness issues, it is vital for nonprofit practitioners and advocates to employ effective social media strategies that make better use of their limited resources. This study will help build an evidence base for successful social media strategies, thus helping organizations influence public policy-makers, increase efforts to support their constituents, and allocate more resources to social media advocacy work. This dissertation is available at ScholarlyCommons: https://repository.upenn.edu/edissertations/3256 Degree Type Dissertation Degree Name Doctor of Philosophy (PhD) Graduate Group Social Welfare First Advisor Chao Guo",21951137,2,100,,
(missing DOI),Is “manovra” Really “del popolo”? Linguistic Insights into Twitter Reactions to the Annual Italian Budget Law,Claudia Roberta Combei,Accademia University Press eBooks,2019,(missing abstract),84223375,0,6,,
10.1007/978-3-031-28276-8_9,The Impact of a Crisis Event on Predicting Social Media Virality,"Esra Cemre Su de Groot, Reshmi G. Pillai, Fernando P. Santos",Springer proceedings in complexity,2023,"Understanding why specific information pieces become viral in online social networks is a fundamental step in governing social media platforms. While previous studies explored which user and network properties enable information virality, little is known about how offline crisis events impact these features. Here we investigate to what extent a crisis event impacts virality prediction models. We analyze Twitter data before and after the 2022 Russian invasion of Ukraine as a case study. We train and test statistical learning models on data before and after the invasion, evaluating which features related to content (e.g., existence of an URL), the user (e.g., number of previous tweets), or the network (e.g., degree centrality) are most relevant to predict virality. Tweets with more than 100 retweets are considered viral. We observe that the crisis event affects virality prediction: predictive accuracy is reduced when a model trained on data before the invasion is evaluated on data after the invasion—instead of being evaluated on data before the invasion. We observe that the crisis event leads to an increased fraction of viral tweets by users with fewer followers after the invasion. Moreover, we observe that, after the invasion, tweets containing URLs are more likely to become viral, implying an increased interest in website links, photos, and videos. Overall, our study reveals a shift in the importance of features underlying virality as a result of an offline crisis event.",256007054,0,8,,
10.3389/fpubh.2024.1320146,A multidimensional comparative study of help-seeking messages on Weibo under different stages of COVID-19 pandemic in China,"Jianhong Jiang, Chenyan Yao, Xinyi Song",Frontiers in Public Health,2024,"Objective During the COVID-19 pandemic, people posted help-seeking messages on Weibo, a mainstream social media in China, to solve practical problems. As viruses, policies, and perceptions have all changed, help-seeking behavior on Weibo has been shown to evolve in this paper. Methods We compare and analyze the help-seeking messages from three dimensions: content categories, time distribution, and retweeting influencing factors. First, we crawled the help-seeking messages from Weibo, and successively used CNN and xlm-roberta-large models for text classification to analyze the changes of help-seeking messages in different stages from the content categories dimension. Subsequently, we studied the time distribution of help-seeking messages and calculated the time lag using TLCC algorithm. Finally, we analyze the changes of the retweeting influencing factors of help-seeking messages in different stages by negative binomial regression. Results (1) Help-seekers in different periods have different emphasis on content. (2) There is a significant correlation between new daily help-seeking messages and new confirmed cases in the middle stage (1/1/2022–5/20/2022), with a 16-day time lag, but there is no correlation in the latter stage (12/10/2022–2/25/2023). (3) In all the periods, pictures or videos, and the length of the text have a significant positive effect on the number of retweets of help-seeking messages, but other factors do not have exactly the same effect on the retweeting volume. Conclusion This paper demonstrates the evolution of help-seeking messages during different stages of the COVID-19 pandemic in three dimensions: content categories, time distribution, and retweeting influencing factors, which are worthy of reference for decision-makers and help-seekers, as well as provide thinking for subsequent studies.",269339431,2,61,,
10.1007/s10796-025-10626-x,The Sharing of Disaster-Related Information on Social Media,"E Feiyu, Philip Tin Yun Lee, Bingjie Deng, Lili Yang, Michael Chau",Information Systems Frontiers,2025,(missing abstract),289556832,0,89,,
10.1007/s41060-021-00244-6,An influence model for influence maximization–revenue optimization,"Trisha Lawrence, Patrick Hosein, I. Dialsingh",International Journal of Data Science and Analysis,2021,(missing abstract),279266925,2,33,,
10.1108/ejmbe-10-2022-0320,Exploring the use of gender-fair language by influencers,"C. Nicolás, Angélica Urrutia, Gonzalo González",European Journal of Management and Business Economics,2023,"PurposeExplore the use of Gender-Fair Language (GFL) by influencers on Instagram.Design/methodology/approachThe clustering methodology. A digital Bag-of-Words (BoW) Method called GFL Clustering BoW Methodology to identify whether an inclusive marketing (IM) strategy can be used. Thus, this research has a methodological and practical contribution to increasing the number of marketing technology tools.FindingsThis study is original as it proposes an inclusive digital marketing strategy and contributes with methods associated with digital transfers in order to improve marketing strategies, tactics and operations for inclusive content with a data integrity approach.Research limitations/implicationsDue to the limitations of the application programming interface (API) of the social network Instagram, a limited number of text data were used, which allowed for retrieving the last 12 publications of each studied profile. In addition, it should be considered that this study only includes the Spanish language and is applied to a sample of influencers from Chile.Practical implicationsThe practical contribution of this study will lead to a key finding for the definition of communication strategies in both public and private organizations.Originality/valueThe originality of this work lies in its attractive implications for nonprofit and for-profit organizations, government bodies and private enterprises in the measurement of the success of campaigns with an IM communicational strategy and to incorporate inclusive and non-sexist content for their consumers so as to contribute to society.",263486329,2,32,,
(missing DOI),International Journal of Innovative Technology and Exploring Engineering (IJITEE),"M. Zemamou, A. Toumi, K. Mrigua, M. Aggour",(missing journal),2019,"Spectral Analyses and estimation maximal lyapunov exponent (MLE) of volcanic tremor recorded at Raung Volcano were carried out to investigate dynamical systems regarding to their generating system. Their results of both analyses can explain the temporal change in frequency and deterministic processes of the dynamical system. Spectral analysis of volcanic tremor was estimated by the average periodogram method which includes division, Fast Fourier Transformation and averaging. MLE was estimated by graphing the relationship between Stretching Factor (S) and the number of points in the tractor (N) diagram. Content frequency of volcanic tremor Raung Volcano is range from 2.68 to 3.7 Hz. Temporally, there is no significant change, which means that there is no change in the geometry of the Raung volcanic tremor source. This is also shown by the maximal lyapunov exponent which is temporarily constant and positive. That shows that the source process of Raung volcano is chaotic",246427654,1,193,,
10.1145/3582768.3582779,Analyzing the Impact of User Behaviors on the Popularity of Tweets: A Use Case from Masking Conversations During the Covid-19 Pandemic,"Julia Warnken, S. Gokhale",International Conference on Natural Language Processing and Information Retrieval,2022,"The Covid-19 pandemic has unleashed an infodemic of misinformation especially about important health measures such as vaccines and masks. Social media companies have struggled to keep up with identifying content that separates these falsehoods from the volumes of information that is shared over their platforms. Because automated detection approaches can only reach moderate accuracy (∼80%), some manual examination of the content to separate misinformation becomes necessary. This manual assessment can be efficient if it is limited to only those posts that are likely to be successful in gaining popularity. Predicting the future popularity of posts is certainly a function of their content, but it also depends on the actions of the users. In this paper, we analyze which users’ actions are significantly correlated with the popularity of their tweets, where the popularity is assessed using the numbers of likes and retweets. The investigation is conducted on a year-long data gathered by sampling Twitter conversations on the controversial issue of face masks during the acute, first year of the pandemic. User parameters are grouped into two – those that involve including various artifacts in the tweets to boost their popularity, and those that represent how users interact with other users and their content. After providing the context by which these short- and long-term actions build social relationships which help drive popularity, Pearson's correlation coefficients between these parameters and the numbers of likes and retweets are computed, along with their statistical significance. Our results indicate that the artifacts that users incorporate into their tweets including hashtags, mentions, URLs, and media have no significant influence on their popularity compared to how they interact with other users. Moreover, users may like other users’ tweets when they share follower-followee (impersonal) relationships, but they look for stronger, trusted friendships to actively retweet other users’ content. Thus, “liking” a tweet may be considered a much more casual endorsement compared to “retweeting”. These findings contradict observations from the pre-Covid era, perhaps suggesting that online behaviors during the pandemic may have altered fundamentally, underscoring the need for further research.",262801462,1,19,,
10.1109/iccicc50026.2020.9450271,Predicting the Retweet Level of COVID-19 Tweets with Neural Network Classifier,"Zhen Qu, Zhen Ding",IEEE International Conference on Cognitive Informatics and Cognitive Computing,2020,"A convolutional neural network (CNN) based classifier, to predict the retweet level of COVID-19 tweets, is proposed in this paper. The proposed CNN is able to predict whether a given COVID-19 tweet would be more retweeted, or less retweeted. The network is trained and validated with 100,000 and 5,000 English tweet samples, respectively, which were all posted within the last week of March 2020, and 81% accuracy has been achieved. The network is also evaluated by English tweet samples posted at the end of April. The result shows that the accuracy is about 80%. Therefore, the proposed approach is robust and capable to process tweets of chosen contents/topics.",150680497,1,24,,
10.1109/cvprw56347.2022.00323,DeSI: Deepfake Source Identifier for Social Media,"Kartik Narayan, Harsh Agarwal, S. Mittal, K. Thakral, Suman Kundu, Mayank Vatsa, Richa Singh",2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),2022,"Social media holds the power to influence a significant change in the population. Through social media, people all around the world can connect and share their views. However, this social space is now infected due to the infiltration of fraudulent, obscene, fake and possibly, influential media. According to a UNESCO report, prevalence of fake news and deepfake content possess the potential of spreading fake propaganda and can lead to political and social unrest. Trust on social media is an emerging problem and there is an urgent need to address the same. There has been some research around approaches that detect fake news and deepfakes, however, identification of the source of these deepfakes posted on social media platforms is an equally important but relatively unexplored challenge. This paper proposes a novel Deepfake Source Identification (DeSI) algorithm that identifies the sources of deepfakes posted on Twitter. The proposed DeSI algorithm allows for two input modalities - text and images. We rigorously test our algorithm in both constrained and unconstrained experimental setups and report the observed results. In the constrained setting, the algorithm correctly identifies all the deepfake tweets as well their sources. The complete framework is further encased in a web portal to facilitate intuitive use and analysis of the results.",245811903,20,35,,
10.1016/j.physa.2024.129662,Measuring user influence in real-time on twitter using behavioural features,"Md Ahsan Ul Hasan, Azuraliza Abu Bakar, Mohd Ridzwan Yaakub",Physica A: Statistical Mechanics and its Applications,2024,(missing abstract),270068685,10,60,,
10.3390/app122111216,Retweet Prediction Based on Heterogeneous Data Sources: The Combination of Text and Multilayer Network Features,"A. Meštrović, M. Petrović, Slobodan Beliga",Applied Sciences,2022,"Retweet prediction is an important task in the context of various problems, such as information spreading analysis, automatic fake news detection, social media monitoring, etc. In this study, we explore retweet prediction based on heterogeneous data sources. In order to classify a tweet according to the number of retweets, we combine features extracted from the multilayer network and text. More specifically, we introduce a multilayer framework for the multilayer network representation of Twitter. This formalism captures different users’ actions and complex relationships, as well as other key properties of communication on Twitter. Next, we select a set of local network measures from each layer and construct a set of multilayer network features. We also adopt a BERT-based language model, namely Cro-CoV-cseBERT, to capture the high-level semantics and structure of tweets as a set of text features. We then trained six machine learning (ML) algorithms: random forest, multilayer perceptron, light gradient boosting machine, category-embedding model, neural oblivious decision ensembles, and an attentive interpretable tabular learning model for the retweet-prediction task. We compared the performance of all six algorithms in three different setups: with text features only, with multilayer network features only, and with both feature sets. We evaluated all the setups in terms of standard evaluation measures. For this task, we first prepared an empirical dataset of 199,431 tweets in Croatian posted between 1 January 2020 and 31 May 2021. Our results indicate that the prediction model performs better by integrating multilayer network features with text features than by using only one set of features.",255996046,6,47,,
(missing DOI),"Is ""manovra"" Really ""del popolo""? Linguistic Insights into Twitter Reactions to the Annual Italian Budget Law",Claudia Roberta Combei,CLiC-it,2019,"English. Relying on linguistic cues obtained by means of structural topic modelling as well as descriptive lexical analyses, this study contributes to the general understanding of the Twitter users’ response to the annual Italian budget law approved at the end of December 2018. Some topics contained in the dataset of tweets are procedural or generic, but besides those, it often emerges that Twitter users expressed their concern with respect to the provisions of this law. Supportive attitudes seem to be less frequent. This paper also advocates that findings from inductive studies on Twitter data should be interpreted with caution, since the nature of tweets might not be adequate for drawing far-reaching generalisations.",233905274,1,20,,
10.1145/3511047.3536415,ViralBERT: A User Focused BERT-Based Approach to Virality Prediction,"Rameez, Rikaz, Rahmani, Hossein A., Yilmaz, Emine, Rameez, Rikaz, Rahmani, Hossein A., Yilmaz, Emine","User Modeling, Adaptation, and Personalization",2022,"Recently, Twitter has become the social network of choice for sharing and spreading information to a multitude of users through posts called 'tweets'. Users can easily re-share these posts to other users through 'retweets', which allow information to cascade to many more users, increasing its outreach. Clearly, being able to know the extent to which a post can be retweeted has great value in advertising, influencing and other such campaigns. In this paper we propose ViralBERT, which can be used to predict the virality of tweets using content- and user-based features. We employ a method of concatenating numerical features such as hashtags and follower numbers to tweet text, and utilise two BERT modules: one for semantic representation of the combined text and numerical features, and another module purely for sentiment analysis of text, as both the information within text and it's ability to elicit an emotional response play a part in retweet proneness. We collect a dataset of 330k tweets to train ViralBERT and validate the efficacy of our model using baselines from current studies in this field. Our experiments show that our approach outperforms these baselines, with a 13% increase in both F1 Score and Accuracy compared to the best performing baseline method. We then undergo an ablation study to investigate the importance of chosen features, finding that text sentiment and follower counts, and to a lesser extent mentions and following counts, are the strongest features for the model, and that hashtag counts are detrimental to the model.",207687740,6,17,,
10.20944/preprints202005.0184.v1,Impact on Mobility and Environmental Data of COVID-19 Lockdown on Florence Area,"Claudio Badii, Pierfrancesco Bellini, Stefano Bilotta, Daniele Bologna, Daniele Cenni, Angelo Difino, Alessandro Ipsaro Palesi, Nicola Mitolo, Paolo Nesi, Gianni Pantaleo, Irene Paoli, Michela Paolucci, Mirco Soderi",(missing journal),2020,"According to the changed operative conditions due to lockdown and successive reopening a number of facts can be analysed. The main effects have been detected on: mobility, environment, social media and people flows. While in this first report only mobility, transport and environment are reported. The analysis performed identified a strong reduction of the mobility and transport activities, and in the pollutants. The mobility reduction has been assessed to be quite coherent with respect to what has been described by Google Global mobility report. On the other hand, in this paper a number of additional aspects have been put in evidence providing detailed aspects on mobility and parking that allowed us to better analyze the impact of the reopening on an eventual revamping of the infection. To this end, the collected data from the field have been compared from those of google and some considerations with respect to the Imperial college Report 20 have been derived. For the pollutant aspects, a relevant reduction on most of them has been measured and rationales are reported.",154154211,5,17,,
10.3390/fi15100346,A Comprehensive Analysis and Investigation of the Public Discourse on Twitter about Exoskeletons from 2017 to 2023,"Nirmalya Thakur, Kesha A. Patel, Audrey Poon, Rishika Shah, Nazif Azizi, Changhee Han",Future Internet,2023,"Exoskeletons have emerged as a vital technology in the last decade and a half, with diverse use cases in different domains. Even though several works related to the analysis of Tweets about emerging technologies exist, none of those works have focused on the analysis of Tweets about exoskeletons. The work of this paper aims to address this research gap by presenting multiple novel findings from a comprehensive analysis of about 150,000 Tweets about exoskeletons posted between May 2017 and May 2023. First, findings from temporal analysis of these Tweets reveal the specific months per year when a significantly higher volume of Tweets was posted and the time windows when the highest number of Tweets, the lowest number of Tweets, Tweets with the highest number of hashtags, and Tweets with the highest number of user mentions were posted. Second, the paper shows that there are statistically significant correlations between the number of Tweets posted per hour and the different characteristics of these Tweets. Third, the paper presents a multiple linear regression model to predict the number of Tweets posted per hour in terms of these characteristics of Tweets. The R2 score of this model was observed to be 0.9540. Fourth, the paper reports that the 10 most popular hashtags were #exoskeleton, #robotics, #iot, #technology, #tech, #innovation, #ai, #sci, #construction and #news. Fifth, sentiment analysis of these Tweets was performed, and the results show that the percentages of positive, neutral, and negative Tweets were 46.8%, 33.1%, and 20.1%, respectively. To add to this, in the Tweets that did not express a neutral sentiment, the sentiment of surprise was the most common sentiment. It was followed by sentiments of joy, disgust, sadness, fear, and anger, respectively. Furthermore, hashtag-specific sentiment analysis revealed several novel insights. For instance, for almost all the months in 2022, the usage of #ai in Tweets about exoskeletons was mainly associated with a positive sentiment. Sixth, lexicon-based approaches were used to detect possibly sarcastic Tweets and Tweets that contained news, and the results are presented. Finally, a comparison of positive Tweets, negative Tweets, neutral Tweets, possibly sarcastic Tweets, and Tweets that contained news is presented in terms of the different characteristic properties of these Tweets. The findings reveal multiple novel insights related to the similarities, variations, and trends of character count, hashtag usage, and user mentions in such Tweets during this time range.",265792706,6,119,,
10.1080/17459435.2021.2016919,Drunk Girl: A brief thematic analysis of Twitter posts about alcohol use and #MeToo,"Calandra Lindstadt, Brittany P. Boyer, Erica Ciszek, A. Chung, Gary B. Wilcox",Qualitative Research Reports in Communication,2022,"This research brief presents analyses aimed at characterizing the content of a corpus of original and retweeted Twitter posts related to the role of alcohol intoxication in sexual assault within the context of the #MeToo movement. A text-mining approach was used to collect 25,014 tweets and retweets containing #MeToo and keywords involving alcohol intoxication posted during the year after #MeToo went viral (October 15, 2017 to October 15, 2018). A combination of algorithm-driven cluster analysis and manual qualitative analysis was used to discover the most prominent themes. Analyses revealed that the content of tweets related to alcohol use and #MeToo were overwhelmingly centered around U.S.politics. Analysis of a subsample of 5,566 original (i.e., non-retweeted) tweets revealed fewer politically-focused topics and a noteworthy theme expressing concern for men in the #MeToo era. Findings are discussed in relation to political discourse on social media, the use of #MeToo to express political ideologies, and implications for supporting sexual assault survivors.",131385470,4,39,,
10.1109/qicar61538.2024.10496627,A new model based on Dynamic Naive Bayes classifier for retweet behavior prediction,"Rahebeh Mojtahedi Safari, Amir Masoud Rahmani, Sasan H. Alizaeh",2024 10th International Conference on Artificial Intelligence and Robotics (QICAR),2024,"At present, the prediction of user retweeting behavior plays a significant role in perceiving the underlying mechanism of information diffusion in the microblogging network. The problem of retweeting behavior prediction is usually considered as a classification task hence, the effort for the classification of the time-series data in the microblogging network has gained spacious attention. It is challenging to improve the classification accuracy of retweeting behavior prediction models, because the applied classifications still lack a tailored method. To address this, we present a retweeting behavior prediction model based on Dynamic Naïve Bayes classifier that is an appropriate classifier dealing with time-series data classification. In fact, we apply a time discretization approach and incorporate user individual, social and temporal features into our proposed prediction model to estimate accurately user retweeting behavior in the microblogging network over time. The real Twitter(X) microblogging dataset is used to evaluate the performance of the proposed model in the user retweeting prediction. The experimental results show that our proposed classifier due to its simple structure can avoid overfitting problem, and outperforms in compared to other baseline methods.",271624087,0,22,,
10.1145/3319921.3319956,Algorithm Based on Improved Naive Bayesian for Predicting Microblog Behavior,"Yuan Jiaxian, Zhu Gengming",(missing journal),2019,"This paper is aimed at predicting microblogs' content and three kinds counts of behaviors that including forward counts, comment counts and like counts, which analyse the overall characteristics of microblog, and propose an algorithm based on improved naive Bayesian-NB for predicting microblog behavior. Calculating microblogs' feature words based on TF*IDF, we classify microblog by LDA algorithm, to find the right category set. Select feature words used frequently from microblog, as predictive properties, and construct an improved naive Bayesian algorithm for predicting. The result of experiment shows that the recall rate, precision rate and F1 evaluation value are improved.",202904501,4,13,,
(missing DOI),Rumor Forwarding Prediction Model Based on Uncertain Time Series,"Ruihong Wang, Fingming Liu",(missing journal),2024,"The rapid spread of rumors in social media is mainly caused by individual retweets. This paper applies uncertainty time series analysis (UTSA) to analyze a rumor retweeting behavior on Weibo. First, the rumor forwarding is modeled using uncertain time series, including order selection, parameter estimation, residual analysis, uncertainty hypothesis testing and forecast, and the validity of using uncertain time series analysis is further supported by analyzing the characteristics of the residual plot. The experimental results show that the uncertain time series can better predict the next stage of rumor forwarding. The results of the study have important practical significance for rumor management and the management of social media information dissemination.",272853907,0,9,,
10.1145/3400806.3400838,Twitter as Health Information Source: Exploring the Parameters Affecting Dementia-Related Tweets,"Fatimah Alhayan, Diane Rasmussen Pennington",(missing journal),2020,"Unlike other media, research on the credibility of information present on social media is limited. This limitation is even more pronounced in the case of healthcare, including dementia-related information. The purpose of this study was to identify user groups that show high bot-like behavior and profile features that deviation from typical human behavior. We collected 16,691 tweets about dementia posted over the course of a month by 8400 users. We applied inductive coding to categorize users. The BotOrNot? API was used to compute a bot score. This work provides insight into relations between user features and a bot score. We performed analysis techniques such as Kruskal-Wallis, stepwise multiple variable regression, user tweet frequency analysis and content analysis on the data. These were further evaluated for the most frequently referenced URLs in the tweets and most active users in terms of tweet frequency. Initial results indicated that the majority of users are regular users and not bots. Regression analysis revealed a clear relationship between different features. Independent variables in the user profiles such as geo_data and favourites_count, correlated with the final bot score. Similarly, content analysis of the tweets showed that the word features of bot profiles have an overall smaller percentage of words compared to regular profiles. Although this analysis is promising, it needs further enhancements.",177025868,4,29,,
10.1109/issc52156.2021.9467872,An Investigation into the Impact and Predictability of Emotional Polarity on the Virality of Twitter Tweets,"Ameer Ahmad, Eoghan Furey, Juanita Blue",2021 32nd Irish Signals and Systems Conference (ISSC),2021,"In this study, the likelihood of tweet-sentiment influencing people’s opinion and motivating people to re-tweet is examined using data pertaining to three different fields; political, entertainment and financial. This study carried out additional investigation into the impact of Sentiment Compound Polarity and Favourite Count on people's opinions. Metrics of retweets and users’ favourite count are used for the development of a predictive model to determine the likelihood of an individual tweet being retweeted. Public datasets were used for this study, focusing on three diverse topics including the 2017 demonetization in India dataset with 14,940 observations, the 2016 US election dataset with 397,629 observations and the 2018 American Music Awards dataset with 27,556 observations. Findings demonstrate that tweet sentiment plays an important role in shaping people's views and thereby inspiring them to retweet a tweet. The resulting predictive model may be used to determine the likelihood of a tweet being retweeted. The outcomes have numerous applications in domains such as advertising and marketing, political, social, commercial and charitable organisations.",157607029,0,11,,
10.1386/ajms_00083_1,Sentiment analysis of tweet content on Hurricane Dorian: Sensemaking in digital journalistic inquiry ecology,Yanfang Wu,Journal of Applied Journalism &amp; Media Studies,2022,"Twitter is a powerful digital journalistic instrument and evidence shows journalists were transferring authority to Twitter. With journalistic information ecology becoming imbalanced, it is valuable to research how journalists may use Twitter to discover accurate and reliable information and maintain a vast overview of news events without shifting the power as the fourth estate. The purpose of this study is to provide a possible digital journalistic inquiry model to identify trending topics, distinguish reliable journalistic information while maintaining the balance of journalistic information ecology. Utilizing a large-scale dataset – 1.2 million tweets collected from Twitter API – this study executed cutting-edge network analysis and sentiment analysis to fill in the knowledge gap through a case study on Hurricane Dorian. The study found that the impact of traditional opinion leaders on information diffusion is declining. On the contrary, top in-degree centrality users play more important roles in information diffusion on Twitter. Moreover, tweets with negative polarity opinions were retweeted more. In addition, non-opinion leaders’ negatively polarized tweets were retweeted more than positively polarized ones, although it is not the same case with opinion leaders. With the change of journalistic ecology, identifying top in-degree centrality users and examining their tweets will provide useful resources for journalists to identify keywords, trending themes and predict how likely a topic may interest audience based on degree of polarity and number of retweets on Twitter. The results provide useful patterns for journalists to follow in sensemaking tasks in digital journalistic inquiry.",24002,1,85,,
10.1016/j.ijinfomgt.2021.102390,Diffusion of real versus misinformation during a crisis event: A big data-driven approach,"Kelvin King, Bin Wang",International Journal of Information Management,2021,(missing abstract),261096100,66,63,,
10.1007/s10844-020-00623-8,Modeling information diffusion in online social networks using a modified forest-fire model,"Sanjay Kumar, Sanjay Kumar, Muskan Saini, Muskan Goel, B. Panda",Journal of Intelligence and Information Systems,2020,(missing abstract),278541199,30,34,,
10.1007/s00607-025-01551-7,An inverse reinforcement learning approach to model health-related information popularity on X (Twitter),"Juan M. Requena‐Mullor, Enrica Garau, Cristina Quintas‐Soriano, María D. López‐Rodríguez, Antonio Arjona Castro",Computing,2025,(missing abstract),290916198,0,65,,
